record_id,doi,doi_split,hydrogel_name,hydrogel_format,polymer_backbone,monomers,monomer_ratios,crosslinker,crosslinker_concentration,synthesis_method,preparation_solvent,preparation_pH,preparation_temp_C,gelation_time,post_treatment,functional_groups,ligand_or_affinity_group,filler_or_composite,charge_class,responsive_type,swelling_ratio,water_content_pct,porosity_pct,pore_size_value,pore_size_unit,mesh_size,surface_area,particle_size,thickness,roughness,zeta_potential_mV,contact_angle_deg,young_modulus,degradation_or_stability,protein_name,protein_abbreviation,protein_species_or_source,protein_mw_kDa,protein_pI,protein_charge_at_pH,experiment_mode,pH,temperature_C,contact_time,contact_time_unit,buffer,salt_type,salt_concentration,hydrogel_dosage,solution_volume,flow_rate,detection_method,replicate_count,target_name,target_value,target_unit,target_direction,outcome_label,mechanism_tags,source_quality_score,extraction_confidence,article_title
PHA-8481b55a17-003,10.1016/j.chroma.2012.05.075,validation,cation-exchange SO3 pAAm cryogel beads,supermacroporous cryogel beads packed bed,"[""polyacrylamide""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,microchannel liquid-flow focusing and cryo-polymerization followed by Cu(III)-initiated graft polymerization of AMPSA,,,,,,"[""sulfo groups"",""SO3 groups"",""amide groups""]","[""AMPSA-derived cation-exchange sulfo groups""]",[],cation-exchange,,,,,,,,,mean diameter 1248 um,,,,,,,lysozyme,,chicken egg white,,,positive inferred from cation-exchange binding at pH 7.8,packed-bed chromatography,7.8,,,,50 mM sodium phosphate buffer,NaCl,0.5 M for elution; 1.5 M for regeneration,about 5.3 mL beads in column,32 mL egg white solution loaded; 72 mL wash; 56 mL elution,10 cm/min liquid flow velocity,"[""UV 280 nm"",""Bradford assay at 595 nm"",""SDS-PAGE with Coomassie Brilliant Blue R-250""]",,purity_pct,85.6,%,maximize,lysozyme isolation at 10 cm/min,"[""cation exchange"",""sulfo group binding"",""salt elution""]",3,0.95,Microchannel liquid-flow focusing and cryo-polymerization preparation of supermacroporous cryogel beads for bioseparation
PHA-8481b55a17-004,10.1016/j.chroma.2012.05.075,validation,cation-exchange SO3 pAAm cryogel beads,supermacroporous cryogel beads packed bed,"[""polyacrylamide""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""2-acrylamido-2-methyl-1-propanesulfonic acid""]",,"[""N,N'-methylene-bis-acrylamide""]",,microchannel liquid-flow focusing and cryo-polymerization followed by Cu(III)-initiated graft polymerization of AMPSA,,,,,,"[""sulfo groups"",""SO3 groups"",""amide groups""]","[""AMPSA-derived cation-exchange sulfo groups""]",[],cation-exchange,,,,,,,,,mean diameter 1248 um,,,,,,,lysozyme,,chicken egg white,,,positive inferred from cation-exchange binding at pH 7.8,packed-bed chromatography,7.8,,,,50 mM sodium phosphate buffer,NaCl,0.5 M for elution; 1.5 M for regeneration,about 5.3 mL beads in column,32 mL egg white solution loaded; 72 mL wash; 56 mL elution,15 cm/min liquid flow velocity,"[""UV 280 nm"",""Bradford assay at 595 nm"",""SDS-PAGE with Coomassie Brilliant Blue R-250""]",,purity_pct,81.6,%,maximize,lysozyme isolation at 15 cm/min,"[""cation exchange"",""sulfo group binding"",""salt elution""]",3,0.95,Microchannel liquid-flow focusing and cryo-polymerization preparation of supermacroporous cryogel beads for bioseparation
PHA-2b15ca8238-001,10.1016/j.chroma.2012.11.059,validation,anion-exchange cryogel monolith without resin particles,monolithic cryogel column,"[""polyacrylamide""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""N,N'-dimethylaminoethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide""]",,free-radical cryopolymerization at -12 C for 12 h followed by DMAEMA grafting initiated by Cu(III),,,,,,"[""anion-exchange groups"",""tertiary amine groups from DMAEMA""]","[""DMAEMA grafted anion-exchange group""]",[],anion-exchange; positively charged ligand under BSA binding conditions,[],9.2,,,10-100,um,,,,,,,,,,bovine serum albumin,BSA,bovine,,,"negative, inferred from anion-exchange binding at pH 7.2",column breakthrough chromatography,7.2,25±2,,,20 mM Tris-HCl,,,,,5 cm/min,UV absorbance at 280 nm,,q_m,2.2,mg/mL bed volume,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""convective flow"",""polymer tentacles""]",3,0.95,Enhanced adsorption capacity of cryogel bed by incorporating polymeric resin particles
PHA-2b15ca8238-002,10.1016/j.chroma.2012.11.059,validation,composite anion-exchange cryogel monolith with 10 mg/mL medium resin particles,composite monolithic cryogel column,"[""polyacrylamide"",""poly(GMA-EDMA)""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""glycidyl methacrylate"",""ethylene glycol dimethacrylate"",""N,N'-dimethylaminoethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide"",""ethylene glycol dimethacrylate""]",,poly(GMA-EDMA) particles embedded during free-radical cryopolymerization at -12 C for 12 h followed by DMAEMA grafting initiated by Cu(III),,,,,,"[""anion-exchange groups"",""tertiary amine groups from DMAEMA"",""hydroxyl groups on reduced resin particles""]","[""DMAEMA grafted anion-exchange group""]","[""poly(GMA-EDMA) resin particles""]",anion-exchange; positively charged ligand under BSA binding conditions,[],8.6,,,10-100,um,,,13.5,,,,,,,bovine serum albumin,BSA,bovine,,,"negative, inferred from anion-exchange binding at pH 7.2",column breakthrough chromatography,7.2,25±2,,,20 mM Tris-HCl,,,10 mg/mL resin particle loading in cryogel preparation,,5 cm/min,UV absorbance at 280 nm,,q_m,3.9,mg/mL bed volume,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""increased specific surface area"",""rough pore walls"",""convective flow""]",3,0.95,Enhanced adsorption capacity of cryogel bed by incorporating polymeric resin particles
PHA-2b15ca8238-003,10.1016/j.chroma.2012.11.059,validation,composite anion-exchange cryogel monolith with 30 mg/mL small resin particles,composite monolithic cryogel column,"[""polyacrylamide"",""poly(GMA-EDMA)""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""glycidyl methacrylate"",""ethylene glycol dimethacrylate"",""N,N'-dimethylaminoethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide"",""ethylene glycol dimethacrylate""]",,poly(GMA-EDMA) particles embedded during free-radical cryopolymerization at -12 C for 12 h followed by DMAEMA grafting initiated by Cu(III),,,,,,"[""anion-exchange groups"",""tertiary amine groups from DMAEMA"",""hydroxyl groups on reduced resin particles""]","[""DMAEMA grafted anion-exchange group""]","[""poly(GMA-EDMA) resin particles""]",anion-exchange; positively charged ligand under BSA binding conditions,[],8.2,,,10-100,um,,,7.4,,,,,,,bovine serum albumin,BSA,bovine,,,"negative, inferred from anion-exchange binding at pH 7.2",column breakthrough chromatography,7.2,25±2,,,20 mM Tris-HCl,,,30 mg/mL resin particle loading in cryogel preparation,,5 cm/min,UV absorbance at 280 nm,,q_m,4.6,mg/mL bed volume,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""increased specific surface area"",""rough pore walls"",""convective flow""]",3,0.95,Enhanced adsorption capacity of cryogel bed by incorporating polymeric resin particles
PHA-2b15ca8238-004,10.1016/j.chroma.2012.11.059,validation,composite anion-exchange cryogel monolith with 30 mg/mL medium resin particles,composite monolithic cryogel column,"[""polyacrylamide"",""poly(GMA-EDMA)""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""glycidyl methacrylate"",""ethylene glycol dimethacrylate"",""N,N'-dimethylaminoethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide"",""ethylene glycol dimethacrylate""]",,poly(GMA-EDMA) particles embedded during free-radical cryopolymerization at -12 C for 12 h followed by DMAEMA grafting initiated by Cu(III),,,,,,"[""anion-exchange groups"",""tertiary amine groups from DMAEMA"",""hydroxyl groups on reduced resin particles""]","[""DMAEMA grafted anion-exchange group""]","[""poly(GMA-EDMA) resin particles""]",anion-exchange; positively charged ligand under BSA binding conditions,[],8.1,,,10-100,um,,,13.5,,,,,,,bovine serum albumin,BSA,bovine,,,"negative, inferred from anion-exchange binding at pH 7.2",column breakthrough chromatography,7.2,25±2,,,20 mM Tris-HCl,,,30 mg/mL resin particle loading in cryogel preparation,,5 cm/min,UV absorbance at 280 nm,,q_m,4.9,mg/mL bed volume,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""increased specific surface area"",""rough pore walls"",""convective flow"",""reduced back-mixing""]",3,0.95,Enhanced adsorption capacity of cryogel bed by incorporating polymeric resin particles
PHA-2b15ca8238-005,10.1016/j.chroma.2012.11.059,validation,composite anion-exchange cryogel monolith with 60 mg/mL medium resin particles,composite monolithic cryogel column,"[""polyacrylamide"",""poly(GMA-EDMA)""]","[""acrylamide"",""N,N'-methylene-bis-acrylamide"",""glycidyl methacrylate"",""ethylene glycol dimethacrylate"",""N,N'-dimethylaminoethyl methacrylate""]",,"[""N,N'-methylene-bis-acrylamide"",""ethylene glycol dimethacrylate""]",,poly(GMA-EDMA) particles embedded during free-radical cryopolymerization at -12 C for 12 h followed by DMAEMA grafting initiated by Cu(III),,,,,,"[""anion-exchange groups"",""tertiary amine groups from DMAEMA"",""hydroxyl groups on reduced resin particles""]","[""DMAEMA grafted anion-exchange group""]","[""poly(GMA-EDMA) resin particles""]",anion-exchange; positively charged ligand under BSA binding conditions,[],7.7,,,10-100,um,,,13.5,,,,,,,bovine serum albumin,BSA,bovine,,,"negative, inferred from anion-exchange binding at pH 7.2",column breakthrough chromatography,7.2,25±2,,,20 mM Tris-HCl,,,60 mg/mL resin particle loading in cryogel preparation,,5 cm/min,UV absorbance at 280 nm,,q_m,6.1,mg/mL bed volume,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""increased specific surface area"",""rough pore walls"",""convective flow""]",3,0.98,Enhanced adsorption capacity of cryogel bed by incorporating polymeric resin particles
PHA-c895f0833b-001,10.1016/j.chroma.2013.02.014,train,DMAEMA-grafted pAAm-based anion-exchange cryogel beads,supermacroporous cryogel bead-packed bed,"[""polyacrylamide""]","[""acrylamide"",""DMAEMA""]",,"[""N,N'-methylene-bis-acrylamide""]",,rapid freezing cryo-polymerization and microchannel liquid-flow focusing followed by DMAEMA graft polymerization,,,,,,"[""anion-exchange groups from DMAEMA grafting""]","[""DMAEMA""]",[],anion exchanger,[],,,,,,,,about 500-2000 um diameter; mean about 1110 um,,,,,,,gamma-globulin,gamma-globulin,bovine,,,,packed-bed chromatographic binding breakthrough and elution,7.6,,,,50 mM PBS,NaCl used for elution,2 M NaCl for elution,8.9 g wet beads; bed height 82 mm; column inner diameter 10 mm,40 mL protein load; 40 mL wash; 28 mL elution,superficial velocity 1.57e-4 m/s,UV spectrometry at 280 nm,,binding capacity from elution peak,1.95,mg/mL bed,context_dependent,gamma-globulin binding capacity at 1.57e-4 m/s,"[""anion-exchange adsorption"",""electrostatic interaction"",""in-pore diffusion limitation"",""dispersion""]",3,0.95,Rapid freezing cryo-polymerization and microchannel liquid-flow focusing for cryogel beads: Adsorbent preparation and characterization of supermacroporous bead-packed bed
PHA-c895f0833b-002,10.1016/j.chroma.2013.02.014,train,DMAEMA-grafted pAAm-based anion-exchange cryogel beads,supermacroporous cryogel bead-packed bed,"[""polyacrylamide""]","[""acrylamide"",""DMAEMA""]",,"[""N,N'-methylene-bis-acrylamide""]",,rapid freezing cryo-polymerization and microchannel liquid-flow focusing followed by DMAEMA graft polymerization,,,,,,"[""anion-exchange groups from DMAEMA grafting""]","[""DMAEMA""]",[],anion exchanger,[],,,,,,,,about 500-2000 um diameter; mean about 1110 um,,,,,,,gamma-globulin,gamma-globulin,bovine,,,,packed-bed chromatographic binding breakthrough and elution,7.6,,,,50 mM PBS,NaCl used for elution,2 M NaCl for elution,8.9 g wet beads; bed height 82 mm; column inner diameter 10 mm,40 mL protein load; 40 mL wash; 28 mL elution,superficial velocity 3.23e-4 m/s,UV spectrometry at 280 nm,,binding capacity from elution peak,2.1,mg/mL bed,context_dependent,gamma-globulin binding capacity at 3.23e-4 m/s,"[""anion-exchange adsorption"",""electrostatic interaction"",""in-pore diffusion limitation"",""dispersion""]",3,0.95,Rapid freezing cryo-polymerization and microchannel liquid-flow focusing for cryogel beads: Adsorbent preparation and characterization of supermacroporous bead-packed bed
PHA-c895f0833b-003,10.1016/j.chroma.2013.02.014,train,DMAEMA-grafted pAAm-based anion-exchange cryogel beads,supermacroporous cryogel bead-packed bed,"[""polyacrylamide""]","[""acrylamide"",""DMAEMA""]",,"[""N,N'-methylene-bis-acrylamide""]",,rapid freezing cryo-polymerization and microchannel liquid-flow focusing followed by DMAEMA graft polymerization,,,,,,"[""anion-exchange groups from DMAEMA grafting""]","[""DMAEMA""]",[],anion exchanger,[],,,,,,,,about 500-2000 um diameter; mean about 1110 um,,,,,,,gamma-globulin,gamma-globulin,bovine,,,,packed-bed chromatographic binding breakthrough and elution,7.6,,,,50 mM PBS,NaCl used for elution,2 M NaCl for elution,8.9 g wet beads; bed height 82 mm; column inner diameter 10 mm,40 mL protein load; 40 mL wash; 28 mL elution,superficial velocity 6.56e-4 m/s,UV spectrometry at 280 nm,,binding capacity from elution peak,1.81,mg/mL bed,context_dependent,gamma-globulin binding capacity at 6.56e-4 m/s,"[""anion-exchange adsorption"",""electrostatic interaction"",""in-pore diffusion limitation"",""dispersion""]",3,0.95,Rapid freezing cryo-polymerization and microchannel liquid-flow focusing for cryogel beads: Adsorbent preparation and characterization of supermacroporous bead-packed bed
PHA-c895f0833b-004,10.1016/j.chroma.2013.02.014,train,DMAEMA-grafted pAAm-based anion-exchange cryogel beads,supermacroporous cryogel bead-packed bed,"[""polyacrylamide""]","[""acrylamide"",""DMAEMA""]",,"[""N,N'-methylene-bis-acrylamide""]",,rapid freezing cryo-polymerization and microchannel liquid-flow focusing followed by DMAEMA graft polymerization,,,,,,"[""anion-exchange groups from DMAEMA grafting""]","[""DMAEMA""]",[],anion exchanger,[],,,,,,,,about 500-2000 um diameter; mean about 1110 um,,,,,,,gamma-globulin,gamma-globulin,bovine,,,,packed-bed chromatographic binding breakthrough and elution,7.6,,,,50 mM PBS,NaCl used for elution,2 M NaCl for elution,8.9 g wet beads; bed height 82 mm; column inner diameter 10 mm,40 mL protein load; 40 mL wash; 28 mL elution,superficial velocity 9.28e-4 m/s,UV spectrometry at 280 nm,,binding capacity from elution peak,1.63,mg/mL bed,context_dependent,gamma-globulin binding capacity at 9.28e-4 m/s,"[""anion-exchange adsorption"",""electrostatic interaction"",""in-pore diffusion limitation"",""dispersion""]",3,0.95,Rapid freezing cryo-polymerization and microchannel liquid-flow focusing for cryogel beads: Adsorbent preparation and characterization of supermacroporous bead-packed bed
PHA-8da55033cf-002,10.1016/j.chroma.2013.07.066,train,DEAE-modified cryogel monolith,monolithic cryogel bed,"[""poly(HEMA-MBAAm)"",""pHEMA""]","[""2-hydroxyethylmethacrylate"",""N,N'-methylene-bis-acrylamide""]",,"[""N,N'-methylene-bis-acrylamide""]",,pHEMA cryogel single-modified with DEAE-HCl in NaOH.,,,,,,"[""hydroxyl"",""DEAE anion-exchange groups""]","[""diethylaminoethyl""]",[],"anion-exchange, positively charged ligand",[],7.5 ± 0.1 w/w,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,breakthrough chromatography,7.2,25 ± 2,,,20 mM Tris-HCl,,,column bed,,8 cm/min,UV absorbance at 280 nm,,q_m,0.9,mg/mL,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""DEAE ligand""]",3,0.98,Double sequential modifications of composite cryogel beds for enhanced ion-exchange capacity of protein
PHA-8da55033cf-003,10.1016/j.chroma.2013.07.066,train,DEAE-modified composite cryogel monolith,composite monolithic cryogel bed,"[""poly(HEMA-MBAAm)"",""pHEMA""]","[""2-hydroxyethylmethacrylate"",""N,N'-methylene-bis-acrylamide""]",,"[""N,N'-methylene-bis-acrylamide""]",,"pHEMA cryogel with 60 mg/mL embedded resin particles, single-modified with DEAE-HCl in NaOH.",,,,,,"[""hydroxyl"",""DEAE anion-exchange groups""]","[""diethylaminoethyl""]","[""poly(GMA-EDMA) resin particles""]","anion-exchange, positively charged ligand",[],6.5 ± 0.2 w/w,,,,,,,11.2 μm volume-weighted mean resin particle size,,,,,,,bovine serum albumin,BSA,bovine,,,,breakthrough chromatography,7.2,25 ± 2,,,20 mM Tris-HCl,,,column bed,,8 cm/min,UV absorbance at 280 nm,,q_m,2.4,mg/mL,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""particle embedding"",""increased specific surface area"",""rough pore walls""]",3,0.98,Double sequential modifications of composite cryogel beds for enhanced ion-exchange capacity of protein
PHA-8da55033cf-004,10.1016/j.chroma.2013.07.066,train,PEI-modified cryogel monolith,monolithic cryogel bed,"[""poly(HEMA-MBAAm)"",""pHEMA""]","[""2-hydroxyethylmethacrylate"",""N,N'-methylene-bis-acrylamide""]",,"[""N,N'-methylene-bis-acrylamide""]",,pHEMA cryogel single-modified by recirculating 12% w/w PEI in 1.0 M sodium carbonate for 12 h at 50 °C.,,,,,,"[""hydroxyl"",""amine groups""]","[""polyethylenimine""]",[],"anion-exchange, amine-functionalized",[],7.8 ± 0.2 w/w,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,breakthrough chromatography,7.2,25 ± 2,,,20 mM Tris-HCl,,,column bed,,8 cm/min,UV absorbance at 280 nm,,q_m,3.7,mg/mL,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""PEI tentacles"",""amine groups""]",3,0.98,Double sequential modifications of composite cryogel beds for enhanced ion-exchange capacity of protein
PHA-8da55033cf-005,10.1016/j.chroma.2013.07.066,train,PEI-modified composite cryogel monolith,composite monolithic cryogel bed,"[""poly(HEMA-MBAAm)"",""pHEMA""]","[""2-hydroxyethylmethacrylate"",""N,N'-methylene-bis-acrylamide""]",,"[""N,N'-methylene-bis-acrylamide""]",,"pHEMA cryogel with 60 mg/mL embedded resin particles, single-modified by recirculating 12% w/w PEI in 1.0 M sodium carbonate for 12 h at 50 °C.",,,,,,"[""hydroxyl"",""amine groups""]","[""polyethylenimine""]","[""poly(GMA-EDMA) resin particles""]","anion-exchange, amine-functionalized",[],6.4 ± 0.1 w/w,,,,,,,11.2 μm volume-weighted mean resin particle size,,,,,,,bovine serum albumin,BSA,bovine,,,,breakthrough chromatography,7.2,25 ± 2,,,20 mM Tris-HCl,,,column bed,,8 cm/min,UV absorbance at 280 nm,,q_m,7.3,mg/mL,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""PEI tentacles"",""particle embedding"",""increased specific surface area"",""rough pore walls""]",3,0.98,Double sequential modifications of composite cryogel beds for enhanced ion-exchange capacity of protein
PHA-8da55033cf-006,10.1016/j.chroma.2013.07.066,train,PEI-DEAE double-modified cryogel monolith,monolithic cryogel bed,"[""poly(HEMA-MBAAm)"",""pHEMA""]","[""2-hydroxyethylmethacrylate"",""N,N'-methylene-bis-acrylamide""]",,"[""N,N'-methylene-bis-acrylamide""]",,"pHEMA cryogel first reacted with PEI, then modified with DEAE-HCl.",,,,,,"[""hydroxyl"",""amine groups"",""DEAE anion-exchange groups""]","[""polyethylenimine"",""diethylaminoethyl""]",[],"anion-exchange, amine-functionalized",[],7.7 ± 0.2 w/w,,,,,,,,,,,,,,bovine serum albumin,BSA,bovine,,,,breakthrough chromatography,7.2,25 ± 2,,,20 mM Tris-HCl,,,column bed,,8 cm/min,UV absorbance at 280 nm,,q_m,5.2,mg/mL,context_dependent,maximum dynamic binding capacity,"[""anion exchange"",""PEI tentacles"",""DEAE modification"",""regenerated binding sites""]",3,0.98,Double sequential modifications of composite cryogel beds for enhanced ion-exchange capacity of protein
