id,doi,field_name,field_value_json,why_special,evidence_text,suggested_table
2025,10.1021/acs.bioconjchem.7b00512,cross-linked scFv-MBP ligand binding stoichiometry,"""60% of total scFv antibody was cross-linked to MBP; 68% of total TNB-Alexa Fluor dye bound to cross-linked scFv-MBP.""",Provides protein construct preparation and functional binding information before hydrogel tethering.,A densitometric analysis... demonstrates that (i) 60% of the total scFv antibody is cross-linked to MBP and that (ii) 68% of total TNB-Alexa Fluor dye binds to the cross-linked scFv-MBP.,protein_construct_characterization
2026,10.1021/acs.bioconjchem.7b00512,hydrogel bead variant,"""Micron-sized hydrogel beads were formed in limited cases using CaM functionalized with 575 Da PEG.""","The main experiments used sheets, but the paper mentions a bead format relevant to adsorption workflows.","In limited cases, micron-sized hydrogel beads were formed. Hydrogel bead formation was similar to the conditions associated with sheet formation with the exception that CaM was functionalized using a small molecular weight PEG (575 Da).",material_formats
2027,10.1021/acs.bioconjchem.7b00512,fluorescence lifetime change,"""Mean fluorescence lifetime increased greater than 4-fold in the hydrogel matrix.""",Reports hydrogel-induced solvation change supporting mechanism rather than adsorption.,These changes in water structure result in a greater than 4-fold increase in mean fluorescence lifetime.,mechanistic_outcomes
2028,10.1002/jbm.a.36187,non_adsorption_relevance,"""protein release and diffusion from PEG hydrogel""",The article is protein-hydrogel relevant but does not report adsorption measurements.,The objective of this study was to predictably control the bioavailability of PRP growth factors using a hydrolytically degradable polyethylene glycol (PEG) hydrogel.,triage_notes
2029,10.1002/jbm.a.36187,hydrogel_degradation_time,"""20-31 d depending on reaction pH""",Release behavior was linked to hydrogel degradation rather than adsorption.,"The hydrogels degraded completely in ∼20-31 d, where degradation time was dependent on reaction pH but independent of protein encapsulation.",hydrogel_properties
2030,10.1002/jbm.a.36187,PRGF_release_pattern,"""burst release followed by sustained release until gel degradation""",Central outcome of the paper but outside adsorption schema.,The PEG hydrogel sustained the release of different PRGF growth factors until gel degradation.,release_outcomes
2031,10.1007/s00289-023-05009-8,nanogel_particle_size,"""96-100 nm""",Particle diameter is central to the nanogel support but not a direct adsorption outcome.,Iron alginate (Fe-Alg) nanogel with a diameter of 96-100 nm was synthesized with the water-in-oil microemulsion method.,hydrogel_properties
2032,10.1007/s00289-023-05009-8,CrL_nominal_activity,"""700 U/mg""",Commercial source enzyme activity may help normalize immobilization experiments but is not an adsorption metric.,Candida rugosa lipase from Sigma (nominal enzyme activity: 700U/mg),protein_mentions
2033,10.1007/s00289-023-05009-8,thermal_half_life,"{""free_CrL"": ""2.5 h at 35 °C"", ""immobilized_CrL"": ""3 h at 50 °C""}",Functional stabilization of immobilized enzyme is relevant to protein-hydrogel biointerface behavior.,"The half-life of free CrL at 35 °C was found to be 2.5 h. In the case of immobilized CrL, the half-life was found to be 3 h at 50 °C.",biointerface_response
2034,10.1007/s00289-023-05009-8,storage_stability,"{""4_C_28_days"": {""free_CrL_residual_activity_pct"": 29, ""immobilized_CrL_residual_activity_pct"": 32}, ""room_temperature_7_days"": {""free_CrL_residual_activity_pct"": 19, ""immobilized_CrL_residual_activity_pct"": 32}}",Storage stability is a functional consequence of immobilization rather than direct adsorption.,"CrL retained 19% residual activity while immobilized CrL retained 32% activity at room temperature. On the other hand, at 4 °C immobilized CrL was stable for 28 days with residual activity at 32% and 29% in the case of CrL.",biointerface_response
2035,10.3390/ijms232314789,protein_adsorption_unit_conflict,"""Abstract reports µg/mm2 values, while discussion text reports CaPG as 13 and 3 ng/cm2 after 1 and 24 h.""",Potential unit or OCR inconsistency affects fouling classification and normalized values.,The CaPG beads adsorbed 13 and 3 ng/cm2 of protein after 1 and 24 h...; abstract reports CaPG adsorption as 0.31 ± 0.36 µg/mm2.,quality_flags
2036,10.3390/ijms232314789,LPS_adsorption_measured,"""LPS adsorption was measured but is not a protein adsorption record.""",Relevant to biointerface response but outside protein-hydrogel adsorption scope.,The LPS adsorption expressed per unit surface area was 28-37 ng/mm2 for all the pectin gel beads.,non_protein_adsorption
2037,10.3390/ijms232314789,crosslinking_cation_controls_biocompatibility,"""Changing Ca2+, Zn2+, Fe3+, and Al3+ altered serum protein adsorption, swelling, gel strength, cytotoxicity, and cytokine response.""",This is the main comparative design variable across all records.,The type of cross-linking cation was found to influence the in vitro biocompatibility of the pectin gel beads.,design_variables
2038,10.1016/j.msec.2017.03.092,alginate_M_G_ratio,"""M/G=6:4""","Alginate block composition can affect Ca2+ crosslinking, swelling, and carboxylate availability.","Sodium alginate (pharmaceutical grade, M/G=6:4) was kindly donated by Qingdao Hyzlin Biology Development Co., Ltd.",materials
2039,10.1016/j.msec.2017.03.092,water_content_by_Ca2_concentration,"[{""Ca2_mol_L"": 0.005, ""diameter_mm"": ""4.47 ± 0.21"", ""water_content_pct"": ""98.94 ± 0.02""}, {""Ca2_mol_L"": 0.01, ""diameter_mm"": ""3.69 ± 0.20"", ""water_content_pct"": ""98.51 ± 0.11""}, {""Ca2_mol_L"": 0.02, ""diameter_mm"": ""2.98 ± 0.19"", ""water_content_pct"": ""96.21 ± 0.44""}, {""Ca2_mol_L"": 0.04, ""diameter_mm"": ""2.82 ± 0.21"", ""water_content_pct"": ""94.75 ± 0.17""}, {""Ca2_mol_L"": 0.08, ""diameter_mm"": ""2.65 ± 0.14"", ""water_content_pct"": ""94.33 ± 0.02""}, {""Ca2_mol_L"": 0.16, ""diameter_mm"": ""2.62 ± 0.08"", ""water_content_pct"": ""92.41 ± 0.18""}, {""Ca2_mol_L"": 0.32, ""diameter_mm"": ""2.59 ± 0.07"", ""water_content_pct"": ""92.45 ± 0.01""}]",Hydrogel physical properties are reported as a function of Ca2+ concentration and relate to adsorption performance.,Table 1 reports water content and particle-size values of wet alginate gel beads in different Ca2+ concentrations.,hydrogel_properties_by_synthesis_condition
2040,10.1016/j.msec.2017.03.092,selected_Ca2_concentration_for_following_study,"""0.02 mol L−1""",The article reports a design decision for subsequent adsorption experiments.,"Therefore, a Ca2+ concentration of 0.02 mol L−1 was used for the following study.",experimental_design_notes
2041,10.1016/j.msec.2017.03.092,swelling_degree_Ca2_response,"""mean swelling degree decreased from 945% to 150% when Ca2+ concentration increased from 0.005 mol L−1 to 0.16 mol L−1, then reached a stable minimum above 0.16 mol L−1""",Swelling response is mechanistically linked to crosslink density and active carboxyl group availability.,Mean swelling degree values of the alginate gel beads decreased from 945% to 150% when the Ca2+ concentration increased from 0.005 mol L−1 to 0.16 mol L−1 and then reached a stable minimum swelling degree after the Ca2+ concentration exceeded 0.16 mol L−1.,hydrogel_properties_by_synthesis_condition
2042,10.1021/acsapm.5c04233,non_protein_antibacterial_performance,"""IL-GLM@gel showed inhibitory efficiencies of 99.7% against E. coli and 95.8% against S. aureus.""","Quantitative biointerface antifouling data are reported, but the targets are bacteria rather than proteins.","IL-GLM@gel exhibited the strongest antibacterial activity, with inhibitory efficiencies of 99.7 and 95.8% against E. coli and S. aureus, respectively.",non_protein_biofouling_outcomes
2043,10.1021/acsapm.5c04233,non_protein_antialgal_performance,"""IL-GLM@gel achieved 87.6% removal for Dunaliella and 92.5% for Porphyridium.""",Quantitative adhesion/removal data are reported for microalgae rather than protein adsorption.,Quantitative analysis of algal removal rates showed that IL-GLM@gel achieved 87.6% removal for Dunaliella and 92.5% for Porphyridium.,non_protein_biofouling_outcomes
2044,10.1021/acsapm.5c04233,mechanical_performance,"""IL-GLM@gel tensile strength 46.80 kPa and elongation at break 206.98%.""",Mechanical performance is central to the hydrogel coating design but is not a protein adsorption outcome.,"IL-GLM@gel exhibited the best mechanical performance, achieving a tensile strength of 46.80 kPa and an elongation at break of 206.98%.",hydrogel_mechanical_properties
2045,10.1002/pat.3676,protein_size_vs_mesh_size,"""HSA diameter approximately 7 nm; FN diameter 17.4 nm; hydrogel mesh sizes 7.3-8.6 nm""",The paper interprets protein association primarily through protein size relative to hydrogel mesh size rather than classical irreversible adsorption capacity.,"The hydrodynamic radius of FN is 8.7 nm resulting in a diameter of 17.4 nm. The hydrodynamic radius of HSA is 3.5 nm, which means a diameter of 7 nm.",protein_size_mesh_diffusion
2046,10.1002/pat.3676,dry_vs_prewetted_hydrogels,"""No significant differences in integrated intensities of initial dry and pre-wetted hydrogels""",Initial hydration state was tested but not treated as a major determinant of protein interaction.,No significant differences of the integrated intensities of initial dry and pre-wetted hydrogels could be determined.,experimental_condition_notes
2047,10.1002/pat.3676,immunocompatibility_context,"""Hydrogels did not induce complement activation, cytokine secretion, or ROS production by human blood cells""",Protein-repellent behavior is reported alongside biointerface immune response outcomes relevant to biomedical hydrogel use.,"The different hydrogels can be considered as immuno-compatible because they did not induce the activation of the complement system, cytokine secretion, and ROS production by human blood cells.",biointerface_response
2048,10.1002/pat.3676,C5a_possible_diffusion,"""C5a reduction in zymosan-treated serum with hydrogels may reflect dilution, adsorption, or diffusion into network""",A complement protein is not part of the main adsorption panel but is discussed as a possible small-protein diffusion case.,Another reason for the reduced C5a levels could be the adsorption of the C5a onto the hydrogels or diffusion of the protein into the network.,secondary_protein_interactions
2049,10.3390/microorganisms9051102,non_protein_biofouling_system,"""cyanobacterial biofilm formation on marine surfaces""","The study includes a silicone hydrogel surface but the biological targets are whole cyanobacterial cells, not proteins.","Cyanobacterial biofilm formation was studied using five different marine surfaces, glass, perspex, polystyrene, epoxy-coated glass, and a silicone hydrogel coating.",exclusion_notes
2050,10.3390/microorganisms9051102,protein_adsorption_only_literature_mentioned,"""silicone hydrogel coatings may delay adsorption of proteins, bacteria, and subsequent fouling""","This is an author discussion statement citing prior literature, not an experimentally measured protein adsorption result from this paper.","Thus, it can prevent either hydrophobic or hydrophilic interactions, delaying the adsorption of proteins, bacteria, and subsequent fouling.",mechanistic_context_not_extracted_as_record
2051,10.3390/ijms21072315,interaction_solution_C_hydrogel_mimic,"""ALP with CaCl2 and GG in water, diluted by factor 10 for interaction experiments""",This is not a hydrogel adsorption test but was designed to match hydrogel component mass ratios.,"Interaction solution C, whose composition was most similar to that of the hydrogels, as it contained CaCl2 and GG.",experimental_conditions
