id,doi,name,role,context,pubchem_query,needs_manual_normalization,enrichment_json
5335,10.1002/admi.202500122,ethylene oxide,sterilization agent,p(D80%-BM14%-BP6%) coatings were sterilized by ethylene oxide before BP fouling test.,ethylene oxide,0,
5336,10.1002/admi.202500122,poly(4-methyl-1-pentene),medical polymer substrate/comparator,PMP was used as a model for ECMO surfaces and as an uncoated comparator for BP fouling.,poly(4-methyl-1-pentene),0,
5337,10.1002/admi.202500122,polycaprolactone,medical polymer substrate/comparator,PCL surfaces/meshes were coated and bare PCL was reported as a BP-fouling comparator.,polycaprolactone,0,
5338,10.1002/admi.202500122,polydimethylsiloxane,medical polymer substrate/comparator,PDMS was used as an uncoated comparator surface for BP fouling.,polydimethylsiloxane,0,
5339,10.1002/admi.202500122,polypropylene,medical polymer substrate/comparator,PP was used as an uncoated comparator surface and in hernia mesh substrates.,polypropylene,0,
5340,10.1021/bm400431f,acrylic acid,anionic monomer,Charge content in microgels controlled by acrylic acid/acrylamide ratios.,acrylic acid,0,
5341,10.1021/bm400431f,acrylamide,neutral comonomer,Used with acrylic acid in poly(acrylic acid-co-acrylamide) microgels.,acrylamide,0,
5342,10.1021/bm400431f,"N,N'-methylenebisacrylamide",crosslinker,"BIS was used at 1.4 mol %, final concentration 26 mM in monomer solution.","N,N'-methylenebisacrylamide",0,
5343,10.1021/bm400431f,acrylamidopropyltrimethylammoniumchloride,cationic monomer,Quaternary ammonium salt microgels from cationic APTAC were synthesized.,acrylamidopropyltrimethylammonium chloride,1,
5344,10.1021/bm400431f,"N,N,N',N'-tetramethyl-ethylenediamine",polymerization accelerator,TEMED was added during microgel synthesis.,"N,N,N',N'-tetramethylethylenediamine",0,
5345,10.1021/bm400431f,ammonium persulfate,initiator,Ammonium persulfate solution was used as initiator in microgel preparation.,ammonium persulfate,0,
5346,10.1021/bm400431f,sorbitan monostearate,surfactant,Span 60 was dissolved in cyclohexane as part of microgel synthesis.,sorbitan monostearate,0,
5347,10.1021/bm400431f,cyclohexane,continuous phase solvent,Used as continuous phase during inverse suspension or emulsion polymerization.,cyclohexane,0,
5348,10.1021/bm400431f,sodium chloride,salt for ionic strength adjustment,Added to buffers to obtain appropriate ionic strength.,sodium chloride,0,
5349,10.1021/bm400431f,borate buffer,experimental buffer,Peptide binding and trypsin degradation were performed in borate buffer at pH 7.4 and 150 mM ionic strength.,borate,1,
5350,10.1021/bm400431f,carbonate buffer,experimental buffer comparator,Qualitatively similar results were obtained in borate buffer and carbonate buffer.,carbonate,1,
5351,10.1021/bm400431f,acetate buffer,pH control buffer,"For pH control, borate, carbonate, or acetate buffers were used.",acetate,1,
5352,10.1021/bm400431f,Ampliflu Red,HRP substrate precursor,Ampliflu Red was obtained from Sigma-Aldrich; resorufin was used to visualize HRP activity.,Ampliflu Red,1,
5353,10.1021/bm400431f,resorufin,HRP activity readout substrate/product,"Using resorufin as substrate, confocal microscopy was used to visualize HRP activity.",resorufin,0,
5354,10.1021/bm400431f,Alexa Fluor-488 carboxylic acid succinimidyl ester,fluorescent label,Fluorescent tags Alexa Fluor-488 and -633 carboxylic acid succinimidyl ester were obtained from Invitrogen.,Alexa Fluor 488 carboxylic acid succinimidyl ester,1,
5355,10.1021/bm400431f,Alexa Fluor-633 carboxylic acid succinimidyl ester,fluorescent label,Fluorescent tags Alexa Fluor-488 and -633 carboxylic acid succinimidyl ester were obtained from Invitrogen.,Alexa Fluor 633 carboxylic acid succinimidyl ester,1,
5356,10.1002/adhm.202503483,poly(ethylene glycol) methyl ether methacrylate,nonionic hydrogel monomer,Used as PEGMA neutral nonionic group for bulk hydrogels and microgels.,poly(ethylene glycol) methyl ether methacrylate,1,
5357,10.1002/adhm.202503483,3-sulfopropyl methacrylate,anionic hydrogel monomer,Used as SPMA negative group containing sulfonate.,3-sulfopropyl methacrylate,1,
5358,10.1002/adhm.202503483,[2-(methacryloyloxy)ethyl] trimethylammonium chloride,cationic hydrogel monomer,Used as TAMA positive group containing quaternary ammonium.,2-(methacryloyloxy)ethyltrimethylammonium chloride,1,
5359,10.1002/adhm.202503483,[2-(methacryloyloxy)ethyl] dimethyl-(3-sulfopropyl) ammonium hydroxide,zwitterionic hydrogel monomer,Used as SBMA zwitterionic group containing sulfonate and quaternary ammonium groups.,sulfobetaine methacrylate,1,
5360,10.1002/adhm.202503483,poly(ethylene glycol) dimethacrylate,crosslinker,"Used at 5% w/v for PEGMA, SPMA, and SBMA bulk hydrogels and 5.2% w/v for TAMA; also used in annealing solution.",poly(ethylene glycol) dimethacrylate,1,
5361,10.1002/adhm.202503483,"2,2′-Azobis[2-methyl-N-(2-hydroxyethyl) propionamide]",photoinitiator,VA-086 used at 0.4% for bulk hydrogel UV polymerization.,"2,2'-Azobis[2-methyl-N-(2-hydroxyethyl)propionamide]",1,
5362,10.1002/adhm.202503483,"lithium phenyl-2,4,6-trimethylbenzoylphosphinate",photoinitiator,LAP used at 0.05% in annealing solution for microgel scaffold formation.,"lithium phenyl-2,4,6-trimethylbenzoylphosphinate",0,
5363,10.1002/adhm.202503483,Acryl-GGGGRGDSP,cell-adhesive ligand,RGD peptide optionally mixed at 1 mM into microgels for cell experiments.,RGD peptide GGGGRGDSP,1,
5364,10.1002/adhm.202503483,HEPES,buffer,Used for precursor solution and microgel washing.,HEPES,0,
5365,10.1002/adhm.202503483,Picosurf,surfactant,Used in Novec 7500 oil continuous phase; concentration increased for charged microgels.,Picosurf surfactant,1,
5366,10.1002/adhm.202503483,Novec 7500 oil,continuous oil phase,Used for microfluidic emulsion microgel fabrication.,Novec 7500,1,
5367,10.1002/adhm.202503483,"1H,1H,2H,2H-Perfluoro-1-octanol",microgel cleaning reagent,PFO diluted in Novec 7500 oil was used during microgel cleaning.,"1H,1H,2H,2H-Perfluoro-1-octanol",0,
5368,10.1002/adhm.202503483,FITC-dextran,porosity tracer,Annealed scaffolds were incubated in 1 mg/mL FITC-Dextran to visualize void space.,FITC dextran,1,
5369,10.1002/adhm.202503483,tumor necrosis factor alpha,inflammatory stimulus,TNF-alpha was added at 50 pg/mL to mimic inflammatory conditions in ECM deposition studies.,,1,
5370,10.1002/adhm.202503483,ascorbate 2-phosphate,cell culture supplement,Added at 50 µg/mL to growth media for ECM deposition by MSCs.,ascorbate 2-phosphate,1,
5371,10.1002/adhm.202503483,L-azidohomoalanine,metabolic ECM labeling reagent,AHA was used at 50 µM for labeling secreted matrix.,L-azidohomoalanine,0,
5372,10.1002/adhm.202503483,DBCO-488,click-labeling fluorophore,Used at 30 µM to stain AHA-labeled secreted matrix.,DBCO-488,1,
5373,10.1002/adhm.202503483,dimethyl methylene blue,GAG assay dye,DMMB assay was used to quantify sulfated GAG content.,dimethyl methylene blue,0,
5374,10.1016/j.ijbiomac.2025.143110,acrylic acid,monomer; source of carboxyl functional groups,"ACX was prepared as a copolymer of acrylic acid, acrylamide, and methylene-bis-acrylamide.",acrylic acid,0,
5375,10.1016/j.ijbiomac.2025.143110,potassium acrylate,neutralized acrylic acid monomer form used in synthesis,Potassium acrylate was used in concentrations equivalent to acrylic acid.,potassium acrylate,0,
5376,10.1016/j.ijbiomac.2025.143110,acrylamide,monomer,"ACX was prepared as a copolymer of acrylic acid, acrylamide, and methylene-bis-acrylamide.",acrylamide,0,
5377,10.1016/j.ijbiomac.2025.143110,"N,N'-methylene-bis-acrylamide",crosslinker,Bis concentration varied across ACX samples and showed an inverse relationship with protein binding capacity.,"N,N'-methylenebisacrylamide",0,
5378,10.1016/j.ijbiomac.2025.143110,ammonium persulfate,polymerization initiator,0.2 mL of freshly prepared 40% ammonium persulfate was added as the initiator.,ammonium persulfate,0,
5379,10.1016/j.ijbiomac.2025.143110,TEMED,polymerization accelerator/oil phase component,Oil phase was composed of 60 mL of 0.1% TEMED and 3% Span 80 in xylene:chloroform.,"N,N,N',N'-tetramethylethylenediamine",0,
5380,10.1016/j.ijbiomac.2025.143110,Span 80,surfactant,Oil phase contained 3% Span 80 in xylene:chloroform.,Span 80,0,
5381,10.1016/j.ijbiomac.2025.143110,Tween 20,washing surfactant,One liter of 3% Tween 20 in 0.01 N hydrochloric acid was added to ACX and stirred.,Tween 20,0,
5382,10.1016/j.ijbiomac.2025.143110,xylene,oil phase solvent,Oil phase used xylene:chloroform (2:1).,xylene,1,
5383,10.1016/j.ijbiomac.2025.143110,chloroform,oil phase solvent,Chloroform was used to increase the specific gravity of the oil phase.,chloroform,0,
5384,10.1016/j.ijbiomac.2025.143110,sodium chloride,elution salt; ionic strength modifier,ACX-bound bovine lactoferrin was eluted by phosphate buffer in 1 M sodium chloride; camel lactoferrin was eluted with 0.5 M sodium chloride.,sodium chloride,0,
5385,10.1016/j.ijbiomac.2025.143110,ammonium sulfate,protein concentration by salting out,Eluted lactoferrin was concentrated by salting out with 90% saturation ammonium sulfate.,ammonium sulfate,0,
5386,10.1016/j.ijbiomac.2025.143110,ferric ions,metal ion with high ACX affinity; possible lactoferrin-related interaction,Distribution studies showed very high Kd values of ferric ions and authors discussed possible role in camel lactoferrin purification.,Fe3+,1,
5387,10.1021/acsapm.3c02929,AGlu-NP13,hydrogel adsorbent,"Screened hydrogel copolymer with high affinity to MC-LR; composition reported as 58% AGlu, 40% TBAm, and 2% BIS.",,1,
5388,10.1021/acsapm.3c02929,N-acryloyl-l-glutamic acid,functional monomer,AGlu monomer provides two carboxyl groups and hydrogen-bond donor/acceptor potential.,N-acryloyl-L-glutamic acid,0,
5389,10.1021/acsapm.3c02929,N-tert-butylacrylamide,hydrophobic monomer,TBAm supplied hydrophobic tert-butyl groups and was included at 40% in AGlu-NP13.,N-tert-butylacrylamide,0,
5390,10.1021/acsapm.3c02929,"N,N'-methylenebis(acrylamide)",crosslinker,BIS was used as a 2 mol % cross-linker in the hydrogel copolymer library.,"N,N'-methylenebisacrylamide",0,
5391,10.1021/acsapm.3c02929,N-isopropylacrylamide,backbone monomer,NIPAm was used as a hydrophilic backbone monomer in parts of the hydrogel copolymer library.,N-isopropylacrylamide,0,
5392,10.1021/acsapm.3c02929,N-acryloyl-glycine,functional monomer,AGly was used as an amino acid-derived monomer with a carboxyl group.,N-acryloylglycine,0,
5393,10.1021/acsapm.3c02929,N-acryloyl-l-phenylalanine,functional monomer,APhe was used as an amino acid-derived monomer with carboxyl and aromatic groups.,N-acryloyl-L-phenylalanine,0,
5394,10.1021/acsapm.3c02929,microcystin-LR,"adsorption target, non-protein cyclic peptide toxin",Target molecule captured and purified by AGlu-NP13.,microcystin-LR,0,
5395,10.1021/acsapm.3c02929,microcystin-RR,comparator toxin,Used as a microcystin analogue comparator in selectivity evaluation.,microcystin-RR,0,
5396,10.1021/acsapm.3c02929,ethyl acetate,adsorption cosolvent,Optimal adsorption used 10% ethyl acetate in PBS at pH 3.0.,ethyl acetate,0,
5397,10.1021/acsapm.3c02929,methanol,desorption solvent,Optimal desorption used 70% methanol aqueous solution at pH 9.5.,methanol,0,
5398,10.1016/j.colsurfa.2005.05.020,bilirubin,"adsorption target, non-protein small molecule",Both affinity membranes were used for the removal of bilirubin from aqueous solutions and human serum.,bilirubin,0,
5399,10.1016/j.colsurfa.2005.05.020,2-hydroxyethylmethacrylate,monomer,Acrylic hydrogel copolymer membrane was synthesized from HEMA and GMA monomers.,2-hydroxyethyl methacrylate,0,
5400,10.1016/j.colsurfa.2005.05.020,glycidyl methacrylate,monomer providing epoxy functional groups,Epoxide group carrying poly(HEMA-co-GMA) membrane was prepared from HEMA and GMA.,glycidyl methacrylate,0,
5401,10.1016/j.colsurfa.2005.05.020,polyethylenimine,grafted ionic polymer ligand,Polyethylenimine polymer was grafted on the poly(HEMA-co-GMA) membrane surface via reaction between epoxy groups and amino groups.,polyethylenimine,0,
5402,10.1016/j.colsurfa.2005.05.020,Cibacron Blue F3GA,immobilized dye-ligand,Cibacron Blue F3GA was covalently immobilised onto poly(HEMA-co-GMA)-PEI membrane via nucleophilic reaction under alkaline conditions.,Cibacron Blue F3GA,0,
5403,10.1016/j.colsurfa.2005.05.020,AIBN,polymerization initiator,The membrane preparation mixture contained AIBN as polymerisation initiator.,azobisisobutyronitrile,0,
5404,10.1016/j.colsurfa.2005.05.020,sodium chloride,ionic strength modifier and desorption solution component,Ionic strength was varied with NaCl; desorption used 0.1 M NaOH containing 1.0 M NaCl.,sodium chloride,0,
5405,10.1016/j.colsurfa.2005.05.020,sodium hydroxide,desorption and sanitization agent,Adsorbed bilirubin was removed using 0.1 M NaOH solution containing 1.0 M NaCl.,sodium hydroxide,0,
5406,10.1021/bm0503221,poly(ethylene glycol) methacrylate,monomer,"PEGMA, 526 Da, used at 300 mg in hydrogel particle synthesis.",poly(ethylene glycol) methacrylate,1,
5407,10.1021/bm0503221,poly(ethylene glycol) dimethacrylate,crosslinker,"PEGDMA, 875 Da, used at 15 mg in hydrogel particle synthesis.",poly(ethylene glycol) dimethacrylate,1,
5408,10.1021/bm0503221,methacrylic acid,anionic comonomer,MAA used at 15 mg to introduce anionic groups into particles.,methacrylic acid,0,
5409,10.1021/bm0503221,Pluronic F-68,aqueous two-phase/miniemulsion-forming copolymer,PEO-PPO-PEO triblock copolymer used at 1-8% w/v; 4% w/v typical synthesis.,poloxamer 188,1,
5410,10.1021/bm0503221,sodium chloride,salting-out salt,Near-saturated 5.5 M NaCl lowered Pluronic F-68 cloud point and promoted phase separation.,sodium chloride,0,
5411,10.1021/bm0503221,ammonium persulfate,free-radical initiator,APS used to initiate polymerization.,ammonium persulfate,0,
5412,10.1021/bm0503221,sodium metabisulfite,redox initiator component,SMS used with APS for polymerization.,sodium metabisulfite,0,
5413,10.1021/bm0503221,poly(L-arginine),polycation surface coating,Sequentially adsorbed to anionic hydrogel particles before CpG oligonucleotide adsorption.,poly L arginine,1,
5414,10.1021/bm0503221,CpG oligonucleotide 1826,anionic immunostimulatory ligand,Adsorbed onto poly(L-arginine)-coated hydrogel particles; conjugation efficiency depended on zeta potential.,CpG oligodeoxynucleotide 1826,1,
5415,10.1021/bm0503221,2-aminoethyl methacrylate,alternative cationic monomer,Used in attempted cationic particle synthesis; particles had +1.05 mV zeta potential and bound CpG inefficiently.,2-aminoethyl methacrylate,0,
5416,10.1021/bm0503221,Gly-HCl buffer,acidic digestion buffer,0.1 M Gly-HCl pH 5.5 used for cathepsin D digestion of ovalbumin-loaded particles.,glycine hydrochloride,1,
5417,10.1021/bm0503221,phosphate-buffered saline,buffer,"Used for particle storage, CpG assembly, zeta potential measurements, and size-exclusion chromatography mobile phase.",phosphate buffered saline,1,
5418,10.1002/jbm.a.10077,poly(propylene fumarate-co-ethylene glycol),hydrogel polymer backbone,Hydrogels synthesized from P(PF-co-EG) block copolymer.,,1,
5419,10.1002/jbm.a.10077,Agm-PEGF,agmatine-modified PEG-tethered fumarate monomer,Added at varied content to introduce guanidino groups into the hydrogel.,,1,
5420,10.1002/jbm.a.10077,PEGF,PEG-tethered fumarate monomer,Added to adjust total monomer content of Agm-PEGF and PEGF to 200 mg.,,1,
5421,10.1002/jbm.a.10077,agmatine,cationic ligand or modifier,Guanidino group of agmatine provides positive charge.,agmatine,0,
5422,10.1002/jbm.a.10077,guanidino group,cationic functional group,Protonated and positively charged over a wide pH range.,guanidine,1,
5423,10.1002/jbm.a.10077,ammonium persulfate,redox initiator,Used for radical crosslinking of hydrogel films.,ammonium persulfate,0,
5424,10.1002/jbm.a.10077,ascorbic acid,redox initiator component,Used with ammonium persulfate for crosslinking.,ascorbic acid,0,
5425,10.1002/jbm.a.10077,bovine serum albumin,ELISA blocking protein,Hydrogels treated with PBS containing 2 w/v % bovine serum albumin before antibody incubation.,,0,
5426,10.1002/jbm.a.10077,Tween 20,ELISA wash surfactant,Used in PBS solution for rinsing after secondary antibody incubation.,Tween 20,0,
5427,10.1002/jbm.a.10077,tissue culture polystyrene,positive control material,Used as positive control for ELISA adsorption assay.,polystyrene,1,
5428,10.1021/acsabm.2c00761,NDI-A,amide-containing NDI hydrogelator/comparator,Forms a transient hydrogel in water and shows negligible BSA interaction by ITC.,NDI-A naphthalene diimide amide oligo oxyethylene,1,
