protein_mention_id,doi,name,abbreviation,species_or_source,role,uniprot_query,reported_mw_kDa,reported_pI,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,result_count
2448,10.1021/acsami.2c14614,bovine serum albumin,BSA,bovine,protein adhesion probe,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2449,10.1016/j.radphyschem.2017.08.006,Lysozyme,,Sigma Chemical Co.,model protein for static and dynamic adsorption/desorption,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2450,10.1021/acsapm.8b00207,Concanavalin A,ConA,,target lectin; multivalent crosslinker for GEMA-functionalized microgels,Concanavalin A,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2451,10.1021/acsapm.8b00207,bovine serum albumin,BSA,bovine,nonspecific protein control and mixture interferent,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2452,10.1021/acsapm.8b00207,erythrina crystagalli lectin,Ery,plant,lectin specificity control,erythrina crystagalli lectin,56.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2453,10.1002/aic.690490510,myoglobin,,,target adsorbate protein,myoglobin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2454,10.1021/acsami.1c11316,bovine serum albumin-fluorescein isothiocyanate,BSA-FITC,bovine,model protein foulant for adsorption test,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2455,10.1002/adtp.202500135,collagen type II,CII,bovine,immobilized autoantigen and mouse immunization antigen,bovine collagen type II alpha 1 chain,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2456,10.1002/adtp.202500135,CII-specific autoantibodies,anti-CII IgG,CIA mouse serum and whole blood,target protein captured by hydrogel,mouse immunoglobulin gamma anti collagen II,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2457,10.1002/adtp.202500135,immunoglobulin G,IgG,mouse,autoantibody class,mouse IgG,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2458,10.1002/adtp.202500135,IgG1,IgG1,mouse serum,measured antibody subtype in CIA model,mouse IgG1,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2459,10.1002/adtp.202500135,IgG2c,IgG2c,mouse serum,measured antibody subtype in CIA model,mouse IgG2c,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2460,10.1002/mabi.200900304,lipase,,Pseudomonas cepacia,target enzyme,Pseudomonas cepacia lipase,33.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2461,10.1002/mabi.200900304,bovine serum albumin,BSA,bovine,protein assay standard,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2462,10.1002/mabi.200900304,carbonic anhydrase B,CAB,,prior-study enzyme example,carbonic anhydrase B,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2463,10.1002/mabi.200900304,cytokine,,,prior CHP nanogel delivery example,cytokine,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2464,10.1002/mabi.200900304,oncoprotein,,,prior CHP nanogel vaccine complex example,oncoprotein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2465,10.1021/acs.nanolett.6c00376,BSA,BSA,,protein-rich matrix component,BSA,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2466,10.1021/acs.nanolett.6c00376,proteins,,,excluded matrix components,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2467,10.1021/acsabm.1c00993,bovine serum albumin-fluorescein isothiocyanate conjugate,FITC-BSA,bovine,model adsorbate protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2468,10.1021/acsabm.1c00993,fibrinogen,FITC-fibrinogen,,model adsorbate protein,fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2469,10.1016/j.molliq.2020.113692,bovine serum albumin,BSA,bovine,adsorbate protein,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2470,10.1016/j.porgcoat.2024.108833,bovine serum albumin,BSA,bovine,model protein for anti-protein adsorption testing,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2471,10.1016/j.jtice.2020.08.027,Bovine serum albumin,BSA,bovine,model anionic protein for fouling test,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2472,10.1016/j.jtice.2020.08.027,Lysozyme,LYZ,,model cationic protein for fouling test,lysozyme,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2473,10.1016/j.jtice.2020.08.027,hemoglobin,,human red blood cells,hemolysis readout protein,human hemoglobin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2474,10.1002/adma.73688,glucose oxidase,GOx,,enzyme core of GOx@SEN+ and cascade enzyme producing hydrogen peroxide from glucose,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2475,10.1002/adma.73688,horseradish peroxidase,HRP,horseradish,enzyme core of HRP@SEN- and cascade enzyme oxidizing ABTS,horseradish peroxidase,nan,6.3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2476,10.1002/adma.73688,ene-reductase,ERED,Pseudomonas putida KT2440,enzyme core of ERED@SEN- and limiting catalyst in reduction cascade,Pseudomonas putida KT2440 ene-reductase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2477,10.1002/adma.73688,glucose dehydrogenase,GDH,Bacillus subtilis,enzyme core of GDH@SEN+ and NADPH-regenerating enzyme,Bacillus subtilis glucose dehydrogenase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2478,10.1002/adma.73688,bovine beta-lactoglobulin,,bovine,literature example of globular protein coacervation,bovine beta-lactoglobulin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2479,10.1002/adma.73688,lactoferrin,,,literature example of globular protein coacervation,lactoferrin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2480,10.1021/acs.analchem.5c05611,fluorescein isothiocyanate functionalized bovine serum albumin,FITC-BSA,bovine,fluorescent nonspecific adsorption probe,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2481,10.1021/acs.analchem.5c05611,neuron-specific enolase,NSE,,target biomarker/analyte,neuron-specific enolase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2482,10.1021/acs.analchem.5c05611,NSE antibody,Ab,,recognition element,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2483,10.1021/acs.analchem.5c05611,alpha-fetoprotein,AFP,,selectivity interferent,alpha-fetoprotein human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2484,10.1021/acs.analchem.5c05611,carcinoembryonic antigen,CEA,,selectivity interferent,carcinoembryonic antigen human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2485,10.1021/acs.analchem.5c05611,human IgG,HIgG,human,selectivity interferent,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2486,10.1021/acs.analchem.5c05611,prostate-specific antigen,PSA,,selectivity interferent,prostate-specific antigen human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2487,10.1021/acs.analchem.5c05611,human serum proteins,,human serum,complex fouling matrix,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2488,10.1002/adfm.202308269,penicillin-binding protein 3,PBP3,,PenTag parent protein and beta-lactam binding protein,penicillin-binding protein 3 PBP3,42.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2489,10.1002/adfm.202308269,truncated penicillin-binding protein 3,PBP3-t,,truncated PenTag version used for protein conjugation and hydrogel crosslinking,penicillin-binding protein 3 truncated PBP3-t,30.2,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2490,10.1002/adfm.202308269,mCherry,mCherry,fluorescent protein,fluorescent target/output protein,mCherry fluorescent protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2491,10.1002/adfm.202308269,PBP3-CCS-mCherry,PBP3-CCS-mCherry,recombinant expression in E. coli,target protein for bead binding capacity,PBP3 mCherry fusion protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2492,10.1002/adfm.202308269,PBP3t-CCS-mCherry,PBP3t-CCS-mCherry,recombinant expression in E. coli,target protein for bead binding capacity,PBP3-t mCherry fusion protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2493,10.1002/adfm.202308269,PBP3t-mCherry-PBP3t,PBP3t-mCherry-PBP3t,recombinant expression in E. coli,protein crosslinker and fluorescent cargo in PEG hydrogel,PBP3-t mCherry PBP3-t fusion protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2494,10.1002/adfm.202308269,caspase-3,Casp3,,protease stimulus for release,caspase-3,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2495,10.1002/adfm.202308269,green fluorescent protein,GFP,,fluorescent output protein in comparator HaloTag gate,green fluorescent protein GFP,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2496,10.1002/adfm.202308269,HaloTag,HaloTag,,orthogonal comparator protein tag,HaloTag protein,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2497,10.1002/adfm.202308269,SNAP-Tag,SNAP-Tag,,comparator protein tag,SNAP-tag O6-alkylguanine-DNA alkyltransferase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2498,10.1002/adfm.202308269,tobacco vein mottling virus protease,TVMV,tobacco vein mottling virus,protease input for mCherry OR gate and encoder,tobacco vein mottling virus protease,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2499,10.1002/adfm.202308269,tobacco etch virus protease,TEV,tobacco etch virus,protease input for GFP OR gate and encoder,tobacco etch virus protease,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2500,10.1002/smll.201700467,bovine serum albumin,BSA,bovine,protein component of cationized BSA-NH2 and BSA-NH2/PNIPAAm membrane nanoconjugates,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2501,10.1002/smll.201700467,cationized bovine serum albumin,BSA-NH2,bovine,amine-functional hydrogel precursor and proteinosome membrane component,bovine serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2502,10.1002/smll.201700467,glucose oxidase,GOx,,encapsulated enzyme that generated gluconic acid with glucose,glucose oxidase,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2503,10.1021/ie100291b,albumin from egg white,OSA,egg white,model protein for electrophoretic transport,ovalbumin Gallus gallus,45.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2504,10.1021/ie100291b,ovum serum albumin,OSA,egg white,model protein,ovalbumin Gallus gallus,45.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2505,10.1016/j.jchromb.2008.10.020,histidine-tagged green fluorescent protein,His6-GFP,recombinant; expressed in E. coli BL21(DE3),target protein,His6 GFP recombinant,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2506,10.1016/j.jchromb.2008.10.020,enhanced green fluorescent protein,EGFP,pET19-EGFP construct in E. coli BL21(DE3),expressed recombinant protein precursor/context,EGFP,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2507,10.1016/j.jchromb.2008.10.020,green fluorescent protein without histidine tag,GFP,recombinant,control protein,GFP,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2508,10.1016/j.jchromb.2008.10.020,E. coli lysate proteins,,E. coli BL21(DE3),competitor/background proteins,Escherichia coli BL21 proteome,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2509,10.1016/j.jim.2003.09.017,Protein A,Protein A,Staphylococcus aureus,immobilized affinity ligand on cryogel,Staphylococcus aureus protein A spa,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2510,10.1016/j.jim.2003.09.017,goat anti-human IgG(H+L),goat anti-human IgG(H+L),goat,cell-coating antibody for lymphocyte labeling,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2511,10.1016/j.jim.2003.09.017,human immunoglobulin,human IgG,human,competitive eluent,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2512,10.1016/j.jim.2003.09.017,dog IgG,dog IgG,dog,competitive eluent,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2513,10.1016/j.jim.2003.09.017,cell-surface IgG,IgG,human B-lymphocytes,native affinity handle on B-cells,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2514,10.1016/j.jim.2003.09.017,monoclonal mouse anti-human T-cell CD3,CD3-PECy5,mouse anti-human,flow cytometry staining antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2515,10.1016/j.jim.2003.09.017,FITC-conjugated monoclonal mouse anti-human B-cell CD19,CD19-FITC,mouse anti-human,flow cytometry staining antibody,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2516,10.1016/j.jim.2003.09.017,bovine serum albumin,BSA,bovine,prior accessibility probe cited from earlier work,bovine serum albumin,69.0,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2517,10.1016/j.jconrel.2016.07.030,lysozyme,LYS,chicken egg white,model protein and enzymatic cargo,chicken egg white lysozyme,nan,11.0,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2518,10.1016/j.jconrel.2016.07.030,bevacizumab,BEVA,"Avastin, Roche",therapeutically relevant monoclonal antibody cargo,bevacizumab,nan,8.4,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2519,10.1016/j.jconrel.2016.07.030,vascular endothelial growth factor,VEGF,,antigen target of bevacizumab,vascular endothelial growth factor,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2520,10.1016/j.jconrel.2016.07.030,acidic fibroblast growth factor,FGF,,literature example of protein stabilized by sulfated beta-cyclodextrin and heparan sulfate,acidic fibroblast growth factor,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2521,10.1016/j.jconrel.2016.07.030,immunoglobulin G,IgG,,literature example of protein protected from thermal aggregation,immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2522,10.1016/j.jconrel.2016.07.030,human growth hormone,,human,literature example of protein stabilized by polyanions,human growth hormone,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2523,10.1016/j.jconrel.2016.07.030,parathyroid hormone,,,literature example of protein stabilized by polyanions,parathyroid hormone,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2524,10.1016/S0141-8130(01)00135-0,extra domain A containing fibronectin,EDA(+)FN,purified from cell cultured medium,target protein for selective removal,fibronectin extra domain A human,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2525,10.1016/S0141-8130(01)00135-0,plasma fibronectin,pFN,purified from plasma,fibronectin isoform comparator,fibronectin human plasma,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2526,10.1016/S0141-8130(01)00135-0,fibrinogen,Fbg,patient-model plasma,non-target plasma protein,human fibrinogen,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2527,10.1016/S0141-8130(01)00135-0,albumin,Alb,patient-model plasma,non-target abundant plasma protein,human serum albumin,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2528,10.1016/S0141-8130(01)00135-0,immunoglobulin G,IgG,patient-model plasma,non-target plasma protein,human immunoglobulin G,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2529,10.1016/S0141-8130(01)00135-0,antithrombin III,ATIII,patient-model plasma,heparin-binding comparator plasma protein,human antithrombin III,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
2530,10.1021/la105016a,monoclonal mouse antihuman CD34,anti-CD34,mouse antihuman,capture antibody for EPCs; conjugated to alginate or PEG-alginate hydrogel,,nan,nan,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,False,
