doi,title,publisher,status,records_count,material_mentions_count,protein_mentions_count,special_fields_count,source_json,curation_decision,curation_reason,error_message
10.1016/j.ijbiomac.2025.143964,Nanogel-dressed Candida rugosa lipase: Enhanced biocatalysis through hierarchically porous metal organic frameworks' integration,Elsevier,success,6,22,1,5,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.143964/10.1016_j.ijbiomac.2025.143964.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2025.146435,"Microcrystalline cellulose and boric acid functionalized hydrogel for differentiation of bone marrow stem cells: biocompatibility, hemocompatibility and protein adsorption",Elsevier,success,1,11,5,5,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.146435/10.1016_j.ijbiomac.2025.146435.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2025.146786,Comparing high-oleic and low-oleic oils for fat-reduced plant-based whipped creams: Interfacial protein adsorption mediated by kidney bean protein microgels,Elsevier,success,3,11,2,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.146786/10.1016_j.ijbiomac.2025.146786.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2025.149322,Diffusion of Affibody molecules in extracellular matrix mimetic hydrogels and the effect of albumin binding,Elsevier,success,7,11,8,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2025.149322/10.1016_j.ijbiomac.2025.149322.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2026.150839,Cellulose nanofibers-stabilized molybdenum disulfide nanosheets enhanced tough hydrogel for highly efficient marine antifouling,Elsevier,success,2,11,2,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2026.150839/10.1016_j.ijbiomac.2026.150839.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2026.151696,Improved thermostability and catalytic performance of bacterial phytase via chitosan hydrogel immobilization,Elsevier,success,5,13,4,4,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2026.151696/10.1016_j.ijbiomac.2026.151696.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijbiomac.2026.152690,Developing an enzyme-assembled phytoglycogen-based carrier for intestinal-targeted delivery of metformin,Elsevier,partial,0,10,6,3,local_article_corpus/Elsevier/10.1016_j.ijbiomac.2026.152690/10.1016_j.ijbiomac.2026.152690.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijpharm.2006.11.012,A new biodegradable and biocompatible hydrogel with polyaminoacid structure,Elsevier,success,4,9,5,4,local_article_corpus/Elsevier/10.1016_j.ijpharm.2006.11.012/10.1016_j.ijpharm.2006.11.012.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijpharm.2007.08.051,Beneficial properties for insulin absorption using superporous hydrogel containing interpenetrating polymer network as oral delivery vehicles,Elsevier,success,6,15,3,5,local_article_corpus/Elsevier/10.1016_j.ijpharm.2007.08.051/10.1016_j.ijpharm.2007.08.051.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijpharm.2012.03.012,Improving matrix metalloproteinase-2 specific response of a hydrogel system using electrophoresis,Elsevier,success,4,15,2,4,local_article_corpus/Elsevier/10.1016_j.ijpharm.2012.03.012/10.1016_j.ijpharm.2012.03.012.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijpharm.2014.11.015,A polycarboxylic/amino functionalized hyaluronic acid derivative for the production of pH sensible hydrogels in the prevention of bacterial adhesion on biomedical surfaces,Elsevier,success,2,10,1,3,local_article_corpus/Elsevier/10.1016_j.ijpharm.2014.11.015/10.1016_j.ijpharm.2014.11.015.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijpharm.2016.11.032,Semi-synthetic hydrogel composition and stiffness regulate neuronal morphogenesis,Elsevier,partial,0,8,6,2,local_article_corpus/Elsevier/10.1016_j.ijpharm.2016.11.032/10.1016_j.ijpharm.2016.11.032.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.ijpharm.2024.124849,A microfluidic in vitro method predicting the fate of peptide drugs after subcutaneous administration,Elsevier,success,16,18,7,5,local_article_corpus/Elsevier/10.1016_j.ijpharm.2024.124849/10.1016_j.ijpharm.2024.124849.json,include_records,Article yielded one or more extracted records.,
10.1016/j.ijpharm.2025.126102,Rational Design of PEGylated Nanogels: Optimization of Degree of PEGylation and Development of a Novel Enzyme-Responsive Grafted Layer,Elsevier,success,5,12,5,3,local_article_corpus/Elsevier/10.1016_j.ijpharm.2025.126102/10.1016_j.ijpharm.2025.126102.json,include_records,Article yielded one or more extracted records.,
10.1016/j.indcrop.2021.113759,Chemically and physically crosslinked lignin hydrogels with antifouling and antimicrobial properties,Elsevier,success,4,11,2,4,local_article_corpus/Elsevier/10.1016_j.indcrop.2021.113759/10.1016_j.indcrop.2021.113759.json,include_records,Article yielded one or more extracted records.,
10.1016/j.isci.2024.111332,Hydrogel bead-based isothermal detection (BEAD-ID) for assessing the activity of DNA-modifying enzymes,Elsevier,partial,0,7,7,4,local_article_corpus/Elsevier/10.1016_j.isci.2024.111332/10.1016_j.isci.2024.111332.json,exclude_no_records,No adsorption records were extracted; retain source metadata for traceability.,
10.1016/j.jbiosc.2024.04.001,Design and validation of functionalized redox-responsive hydrogel beads for high-throughput screening of antibody-secreting mammalian cells,Elsevier,success,2,10,7,4,local_article_corpus/Elsevier/10.1016_j.jbiosc.2024.04.001/10.1016_j.jbiosc.2024.04.001.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2005.08.010,Effect of mixing on reaction–diffusion kinetics for protein hydrogel-based microchips,Elsevier,success,3,11,3,5,local_article_corpus/Elsevier/10.1016_j.jbiotec.2005.08.010/10.1016_j.jbiotec.2005.08.010.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2005.09.007,Affinity binding of inclusion bodies on supermacroporous monolithic cryogels using labeling with specific antibodies,Elsevier,success,10,13,6,5,local_article_corpus/Elsevier/10.1016_j.jbiotec.2005.09.007/10.1016_j.jbiotec.2005.09.007.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2006.11.016,Stabilization of α-chymotrypsin by covalent immobilization on amine-functionalized superparamagnetic nanogel,Elsevier,success,6,10,2,4,local_article_corpus/Elsevier/10.1016_j.jbiotec.2006.11.016/10.1016_j.jbiotec.2006.11.016.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2007.06.021,"Macroporous monolithic gels, cryogels, with immobilized phages from phage-display library as a new platform for fast development of affinity adsorbent capable of target capture from crude feeds",Elsevier,success,6,12,7,4,local_article_corpus/Elsevier/10.1016_j.jbiotec.2007.06.021/10.1016_j.jbiotec.2007.06.021.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2014.04.003,Impact of grafting on the design of new membrane adsorbers for adenovirus purification,Elsevier,success,6,9,5,7,local_article_corpus/Elsevier/10.1016_j.jbiotec.2014.04.003/10.1016_j.jbiotec.2014.04.003.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2020.07.002,Improvement of lipase biochemical properties via a two-step immobilization method: Adsorption onto silicon dioxide nanoparticles and entrapment in a polyvinyl alcohol/alginate hydrogel,Elsevier,success,5,9,2,4,local_article_corpus/Elsevier/10.1016_j.jbiotec.2020.07.002/10.1016_j.jbiotec.2020.07.002.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jbiotec.2023.01.012,Enhanced laccase separation from fermentation medium using cryogel columns,Elsevier,success,8,19,2,6,local_article_corpus/Elsevier/10.1016_j.jbiotec.2023.01.012/10.1016_j.jbiotec.2023.01.012.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2006.12.035,Conjugation of enzyme on superparamagnetic nanogels covered with carboxyl groups,Elsevier,success,2,13,2,4,local_article_corpus/Elsevier/10.1016_j.jchromb.2006.12.035/10.1016_j.jchromb.2006.12.035.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2008.10.020,Purification of His-tagged proteins using Ni2+–poly(2-acetamidoacrylic acid) hydrogel,Elsevier,success,4,12,4,4,local_article_corpus/Elsevier/10.1016_j.jchromb.2008.10.020/10.1016_j.jchromb.2008.10.020.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2012.01.014,Concanavalin A immobilized poly(ethylene glycol dimethacrylate) based affinity cryogel matrix and usability of invertase immobilization,Elsevier,success,5,10,3,6,local_article_corpus/Elsevier/10.1016_j.jchromb.2012.01.014/10.1016_j.jchromb.2012.01.014.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2012.02.001,Molecular imprinting based composite cryogel membranes for purification of anti-hepatitis B surface antibody by fast protein liquid chromatography,Elsevier,success,7,16,5,5,local_article_corpus/Elsevier/10.1016_j.jchromb.2012.02.001/10.1016_j.jchromb.2012.02.001.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2012.02.036,Evaluation of human interferon adsorption performance of Cibacron Blue F3GA attached cryogels and interferon purification by using FPLC system,Elsevier,success,5,9,3,5,local_article_corpus/Elsevier/10.1016_j.jchromb.2012.02.036/10.1016_j.jchromb.2012.02.036.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2012.06.027,"Preparation, characterization, and process performance of composite fibrous adsorbents as cation exchangers for high throughput and high capacity bioseparations",Elsevier,success,5,14,4,8,local_article_corpus/Elsevier/10.1016_j.jchromb.2012.06.027/10.1016_j.jchromb.2012.06.027.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2015.09.034,Affinity based and molecularly imprinted cryogels: Applications in biomacromolecule purification,Elsevier,success,19,20,18,7,local_article_corpus/Elsevier/10.1016_j.jchromb.2015.09.034/10.1016_j.jchromb.2015.09.034.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2016.12.032,Development of an affinity cryogel for one step purification of lysozyme from chicken egg white,Elsevier,success,14,15,3,5,local_article_corpus/Elsevier/10.1016_j.jchromb.2016.12.032/10.1016_j.jchromb.2016.12.032.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2019.121783,Polyacrylamide-alginate (PAAm-Alg) and phospho-L-tyrosine-linked PAAm-Alg monolithic cryogels: Purification of IgG from human serum,Elsevier,success,15,18,6,7,local_article_corpus/Elsevier/10.1016_j.jchromb.2019.121783/10.1016_j.jchromb.2019.121783.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2020.122396,Purification of Fab and Fc using papain immobilized cryogel bioreactor separator system,Elsevier,success,3,11,6,4,local_article_corpus/Elsevier/10.1016_j.jchromb.2020.122396/10.1016_j.jchromb.2020.122396.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2020.122435,Amino acid-based hydrophobic affinity cryogel for protein purification from ora-pro-nobis (Pereskia aculeata Miller) leaves,Elsevier,success,27,15,5,5,local_article_corpus/Elsevier/10.1016_j.jchromb.2020.122435/10.1016_j.jchromb.2020.122435.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2021.122530,Performance of phospho-L-tyrosine immobilized onto alginate/polyacrylamide-based cryogels: Effect of ligand coupling on human IgG adsorption and Fab fragments separation,Elsevier,success,15,20,9,8,local_article_corpus/Elsevier/10.1016_j.jchromb.2021.122530/10.1016_j.jchromb.2021.122530.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2022.123311,Fab fragment immobilized immunoaffinity cryogels as a tool for human serum albumin purification: Characterization of Fab immobilized cryogels,Elsevier,success,9,11,4,13,local_article_corpus/Elsevier/10.1016_j.jchromb.2022.123311/10.1016_j.jchromb.2022.123311.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2024.124027,Purification of pineapple bromelain by IMAC chromatography using chlorophyll-activated macroporous matrices,Elsevier,success,4,16,7,5,local_article_corpus/Elsevier/10.1016_j.jchromb.2024.124027/10.1016_j.jchromb.2024.124027.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2024.124405,Interaction of lysozyme with solid supports cryogels containing imidazole functional group,Elsevier,success,7,8,1,4,local_article_corpus/Elsevier/10.1016_j.jchromb.2024.124405/10.1016_j.jchromb.2024.124405.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jchromb.2025.124831,Preparation of sodium alginate-based temperature- and pH-responsive MOF/hydrogel microspheres and their adsorption and separation of proteins,Elsevier,success,13,12,2,7,local_article_corpus/Elsevier/10.1016_j.jchromb.2025.124831/10.1016_j.jchromb.2025.124831.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jcis.2006.12.053,Comparative characterization of polymethylsiloxane hydrogel and silylated fumed silica and silica gel,Elsevier,success,2,5,2,3,local_article_corpus/Elsevier/10.1016_j.jcis.2006.12.053/10.1016_j.jcis.2006.12.053.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jcis.2007.07.052,Interaction between lysozyme and poly(acrylic acid) microgels,Elsevier,success,11,16,4,6,local_article_corpus/Elsevier/10.1016_j.jcis.2007.07.052/10.1016_j.jcis.2007.07.052.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jcis.2008.05.052,Quartz crystal microbalance study of protein adsorption kinetics on poly(2-hydroxyethyl methacrylate),Elsevier,success,8,17,4,9,local_article_corpus/Elsevier/10.1016_j.jcis.2008.05.052/10.1016_j.jcis.2008.05.052.json,include_records,Article yielded one or more extracted records.,
10.1016/j.jcis.2010.03.072,Interaction between lysozyme and colloidal poly(NIPAM-co-acrylic acid) microgels,Elsevier,success,5,7,1,7,local_article_corpus/Elsevier/10.1016_j.jcis.2010.03.072/10.1016_j.jcis.2010.03.072.json,include_records,Article yielded one or more extracted records.,
