doi,article_title,article_status,records_count,model_ready_count,missing_completion_cells,possible_completion_cells,missing_completion_pct,priority_score,fully_missing_fields,source_json
10.1038/nprot.2013.027,Disposable polymeric cryogel bioreactor matrix for therapeutic protein production,success,8,0,216,296,72.97,15.3,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Nature\10.1038_nprot.2013.027\10.1038_nprot.2013.027.json
10.1002/app.40323,Influence of gelling properties on protein imprinted agarose gel membrane,success,9,0,208,333,62.46,15.25,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_app.40323\10.1002_app.40323.json
10.1002/polb.23367,Poly(ethylene glycol) as a biointeractive electron-beam resist,success,9,0,208,333,62.46,15.25,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_polb.23367\10.1002_polb.23367.json
10.1016/j.actbio.2020.03.002,Antibody-mediated trapping in biological hydrogels is governed by sugar-sugar hydrogen bonds,success,10,0,194,370,52.43,15.24,hydrogel__monomer_ratios;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.actbio.2020.03.002\10.1016_j.actbio.2020.03.002.json
10.1002/mame.201200297,Synthesis and Characterization of Poly(ethylene glycol) Methacrylate Based Hydrogel Networks for Anti-Biofouling Applications,success,9,0,207,333,62.16,15.219999999999999,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_mame.201200297\10.1002_mame.201200297.json
10.1016/j.jcis.2007.07.052,Interaction between lysozyme and poly(acrylic acid) microgels,success,11,0,168,407,41.28,15.129999999999999,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jcis.2007.07.052\10.1016_j.jcis.2007.07.052.json
10.1016/j.jcis.2016.08.066,A versatile approach towards multi-functional surfaces via covalently attaching hydrogel thin layers,success,9,0,204,333,61.26,15.129999999999999,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__responsive_type;protein__molecular_weight_kDa;protein__pI;experiment__pH;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.jcis.2016.08.066\10.1016_j.jcis.2016.08.066.json
10.1016/j.chroma.2006.01.014,Characterization of a novel continuous supermacroporous monolithic cryogel embedded with nanoparticles for protein chromatography,success,2,2,23,74,31.08,15.11,hydrogel__preparation_pH;hydrogel_properties__swelling_ratio;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.chroma.2006.01.014\10.1016_j.chroma.2006.01.014.json
10.1002/jssc.202300017,Impact of double cryogelation process on a macroporous dye-affinity hydrogel,success,5,1,94,185,50.81,15.08,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;protein__molecular_weight_kDa;protein__pI,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_jssc.202300017\10.1002_jssc.202300017.json
10.1016/j.colsurfb.2019.04.051,The influence of protein deposition on contact lens tear film stability,success,9,0,202,333,60.66,15.07,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.colsurfb.2019.04.051\10.1016_j.colsurfb.2019.04.051.json
10.1002/smll.202002621,Fluorescent Noble Metal Nanoclusters Loaded Protein Hydrogel Exhibiting Anti-Biofouling and Self-Healing Properties for Electrochemiluminescence Biosensing Applications,success,3,1,78,111,70.27,15.030000000000001,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__temperature_C;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_smll.202002621\10.1002_smll.202002621.json
10.1021/acs.jced.5b00264,Bovine Serum Albumin Adsorption on Gluteraldehyde Cross-Linked Chitosan Hydrogels,success,2,2,22,74,29.73,14.97,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_temp_C;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_acs.jced.5b00264\10.1021_acs.jced.5b00264.json
10.1016/j.foodhyd.2014.05.013,Visualizing the interaction between sodium caseinate and calcium alginate microgel particles,success,5,1,89,185,48.11,14.809999999999999,hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.foodhyd.2014.05.013\10.1016_j.foodhyd.2014.05.013.json
10.3390/md20020094,Characterization and Biocompatibility Properties In Vitro of Gel Beads Based on the Pectin and κ-Carrageenan,success,10,0,175,370,47.3,14.73,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\MDPI\10.3390_md20020094\10.3390_md20020094.json
10.1002/psc.70032,Antibody Labeling With FITC Facilitates Controlled Release From Peptide Hydrogels Bearing Fc-Binding Motifs,success,8,0,199,296,67.23,14.719999999999999,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel__post_treatment;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Wiley\10.1002_psc.70032\10.1002_psc.70032.json
10.1016/j.actbio.2016.01.011,Targeted intracellular protein delivery based on hyaluronic acid–green tea catechin nanogels,success,5,1,86,185,46.49,14.65,hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.actbio.2016.01.011\10.1016_j.actbio.2016.01.011.json
10.1016/j.memsci.2009.08.043,Chromatographic separation of proteins using hydrophobic membrane shielded with an environment-responsive hydrogel,success,5,1,85,185,45.95,14.59,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;protein__molecular_weight_kDa;protein__pI;experiment__contact_time;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Elsevier\10.1016_j.memsci.2009.08.043\10.1016_j.memsci.2009.08.043.json
10.1007/s00396-013-2985-y,Temperature-sensitive membranes prepared from blends of poly(vinylidene fluoride) and poly(N-isopropylacrylamides) microgels,success,5,1,78,185,42.16,14.219999999999999,hydrogel__preparation_pH;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__young_modulus;hydrogel_properties__degradation_or_stability;protein__molecular_weight_kDa;protein__pI;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\Springer\10.1007_s00396-013-2985-y\10.1007_s00396-013-2985-y.json
10.1021/bm201037j,Three-Dimensional Spatial Patterning of Proteins in Hydrogels,success,7,0,187,259,72.2,14.219999999999999,hydrogel__monomer_ratios;hydrogel__crosslinker_concentration;hydrogel__substrate_or_support;hydrogel__preparation_solvent;hydrogel__preparation_pH;hydrogel__preparation_temp_C;hydrogel__gelation_time;hydrogel_properties__charge_class;hydrogel_properties__swelling_ratio;hydrogel_properties__water_content_pct;hydrogel_properties__porosity_pct;hydrogel_properties__pore_size;hydrogel_properties__mesh_size;hydrogel_properties__surface_area;hydrogel_properties__particle_size;hydrogel_properties__thickness;hydrogel_properties__roughness;hydrogel_properties__zeta_potential_mV;hydrogel_properties__contact_angle_deg;hydrogel_properties__young_modulus;protein__pI;experiment__temperature_C;outcome__isotherm_model;outcome__kinetic_model,D:\Projects\AtctiveOPV\PHA\data\article_data\ACS\10.1021_bm201037j\10.1021_bm201037j.json
