id,doi,field_name,value_json,value_origin,evidence_text,source_section,source_table_or_figure,confidence,prompt_version,article_type,qa_note,created_at,completion_source_dir
693,10.1080/09205063.2017.1363127,hydrogel_properties.mechanical_strength_range,"{""min"":72.4,""max"":102.8,""unit"":""kPa"",""raw_text"":""tensile strengths range from 72.4 to 102.8 kPa""}",observed_fulltext,their tensile strengths range from 72.4 to 102.8 kPa,3.6. Mechanical properties of the hydrogels,Figure 5; Table 4,0.78,field_completion_v7_property_first_patch,general_batch_adsorption,"The supplied context gives only the range across prepared hydrogels, not the Young's modulus or tensile strength for the specific HNS-4 adsorption records.",2026-07-06T05:50:18,v7_plus_v9pilot
143,10.1080/09205063.2017.1417197,hydrogel_properties.surface_area,"""high surface area""",observed_fulltext,surface of the HMs was highly rough with a high surface area,Characterization of p(HEMA-EDMA) HMs,Figure 2,0.72,field_completion_v7_property_first_patch,general_batch_adsorption,"The article states high surface area qualitatively but does not provide a numeric surface area value or distinguish plain, IMEO, and Con A modified samples.",2026-07-05T20:16:18,v7_plus_v9pilot
128,10.1080/09205063.2018.1464263,hydrogel_properties.swelling_ratio,"{""value"":7.9,""unit"":""g H2O/g dried cryogel"",""raw_text"":""c8.5M | 7.9""}",observed_fulltext,8.5 | c8.5M | 7.9 | 64.5 | 6–110 | 7–15 | Moderate,FIELD_RELEVANT_TABLE,Table 1,0.95,field_completion_v7_property_first_patch,cryogel_column,"The value maps to c8.5M p(HPMA), but swelling_ratio is not in the missing_focus list for the c8.5M records.",2026-07-05T20:12:21,v7_plus_v9pilot
129,10.1080/09205063.2018.1464263,hydrogel_properties.pore_size,"{""min"":6,""max"":110,""unit"":""μm"",""raw_text"":""Pore size distribution (μm) ... c8.5M ... 6-110""}",observed_fulltext,Pore size distribution (μm) ... 8.5 | c8.5M ... 6–110,FIELD_RELEVANT_TABLE,Table 1,0.95,field_completion_v7_property_first_patch,cryogel_column,"The value maps to c8.5M p(HPMA), but pore_size is not in the missing_focus list for the c8.5M records.",2026-07-05T20:12:21,v7_plus_v9pilot
130,10.1080/09205063.2018.1464263,hydrogel_properties.degradation_or_stability,"""cryogels are compressed at a strain of 80% without causing any breakdown in re-swollen state""",observed_fulltext,The stress-strain curves showed that cryogels are compressed at a strain of 80% without causing any breakdown in re-swollen state.,4. Conclusion,,0.72,field_completion_v7_property_first_patch,cryogel_column,The statement is general across cryogels and is not tied to one adsorption record or one specific Cu2+-loaded sample.,2026-07-05T20:12:21,v7_plus_v9pilot
131,10.1080/09205063.2018.1464263,hydrogel_properties.responsive_type,"""swelling equilibrium in 10 s; Fickian diffusion of water occurs in c11M, c9M and c8.5M cryogels during swelling""",observed_fulltext,"The result of swelling kinetics indicates that cryogels attain swelling equilibrium in 10 s... Fickian diffusion of water occurs in c11M, c9M and c8.5M cryogels during swelling.",Abstract and 4. Conclusion,Figure 12,0.76,field_completion_v7_property_first_patch,cryogel_column,The swelling-response statement is a characterization result and not a record-specific BSA adsorption condition.,2026-07-05T20:12:21,v7_plus_v9pilot
473,10.1080/09205063.2018.1534423,hydrogel_properties.swelling_ratio,"{""value"":215,""unit"":""%"",""raw_text"":""swelling ratio of the albumin imprinted p(HEMA-MAP) PHMs was determined as 215%""}",observed_fulltext,the swelling ratio of the albumin imprinted p(HEMA-MAP) PHMs was determined as 215%,Abstract,Figure 5,0.99,field_completion_v7_property_first_patch,mip_imprinting,"The value is directly reported for the hydrogel sample, but hydrogel_properties.swelling_ratio is not in the missing_focus list for any provided record.",2026-07-06T05:05:58,v7_plus_v9pilot
474,10.1080/09205063.2018.1534423,hydrogel.crosslinker_concentration,"{""name"":""EGDMA"",""concentration"":""1.0 wt %"",""raw_text"":""EGDMA (as a crosslinker agent, 1.0 wt %)""}",observed_fulltext,"EGDMA (as a crosslinker agent, 1.0 wt %)",2.3. Preparation of albumin imprinted p(HEMA-MAP) PHMs,,0.98,field_completion_v7_property_first_patch,mip_imprinting,"The value applies to all imprinted PHMs, but hydrogel.crosslinker_concentration is not in the missing_focus list for the provided records.",2026-07-06T05:05:58,v7_plus_v9pilot
475,10.1080/09205063.2018.1534423,hydrogel.synthesis_method,"""free radical UV-photo polymerization technique""",observed_fulltext,synthesized by free radical UV-photo polymerization technique,2.3. Preparation of albumin imprinted p(HEMA-MAP) PHMs,,0.98,field_completion_v7_property_first_patch,mip_imprinting,"The synthesis method applies to all imprinted PHMs, but hydrogel.synthesis_method is not in the missing_focus list for the provided records.",2026-07-06T05:05:58,v7_plus_v9pilot
476,10.1080/09205063.2018.1534423,hydrogel.monomer_ratios,"{""HEMA"":""225 µL"",""albumin-MAP complex"":""225 µL"",""albumin-MAP complex_volume_ratio"":""8:1 (v/v)"",""raw_text"":""225 µL of HEMA and 225 µL of albumin-MAP complex; volume ratio of albumin-MAP complex was 8:1 (v/v)""}",observed_fulltext,225 µL of HEMA and 225 µL of albumin-MAP complex,2.3. Preparation of albumin imprinted p(HEMA-MAP) PHMs,,0.95,field_completion_v7_property_first_patch,mip_imprinting,"The monomer recipe applies to the PHM material, but hydrogel.monomer_ratios is not in the missing_focus list for the provided records.",2026-07-06T05:05:58,v7_plus_v9pilot
477,10.1080/09205063.2018.1534423,hydrogel_properties.surface_area,"""surface area increased by spherical patterns adhered to each other""",observed_fulltext,the surface area of the PHMs was increased by presenting much more area to functionalize,3.1. Characterization studies,Figure 2,0.62,field_completion_v7_property_first_patch,mip_imprinting,"The context provides only a qualitative morphology statement, not a numeric surface area suitable for record-level patching.",2026-07-06T05:05:58,v7_plus_v9pilot
478,10.1080/09205063.2018.1534423,hydrogel_properties.morphology,"""spherical patterns within the whole structure; PHMs adhered to each other""",observed_fulltext,"albumin imprinted p(HEMA-MAP) PHMs had spherical patterns within the whole structure, and all PHMs were adhered to each other",3.1. Characterization studies,Figure 2,0.93,field_completion_v7_property_first_patch,mip_imprinting,Morphology is directly reported but no allowed target_path for morphology is available in the provided missing_focus fields.,2026-07-06T05:05:58,v7_plus_v9pilot
858,10.1080/09205063.2019.1570435,hydrogel_properties.grafting_amount,"{""min"":2.2,""max"":2.6,""unit"":""mg/cm2"",""raw_text"":""Grafting amount of all polymers on the PET substrates was about 2.2-2.6 mg/cm2""}",observed_fulltext,Grafting amount of all polymers on the PET substrates was about 2.2-2.6 mg/cm2,3.1. Photo-immobilization and characterization of PCCs-GMA hydrogel coating,Table S1,0.87,field_completion_v7_property_first_patch,antifouling_surface,Grafting amount is a useful coating property but is not one of the allowed record patch target paths.,2026-07-06T00:19:53,v7_plus_v9pilot
859,10.1080/09205063.2019.1570435,hydrogel_properties.equilibrium_absorption_of_water,"{""min"":12.2,""max"":13.9,""unit"":""mg/cm2"",""raw_text"":""equilibrium absorption of water was about 12.2-13.9 mg/cm2""}",observed_fulltext,equilibrium absorption of water was about 12.2-13.9 mg/cm2,3.1. Photo-immobilization and characterization of PCCs-GMA hydrogel coating,Table S1,0.87,field_completion_v7_property_first_patch,antifouling_surface,"The value is reported collectively for all polymers and is water absorption per area, not the allowed swelling_ratio or water_content_pct field.",2026-07-06T00:19:53,v7_plus_v9pilot
297,10.1080/09205063.2019.1627652,hydrogel_properties.swelling_ratio,"{""value"":8.52,""unit"":""g H2O/g"",""raw_text"":""Equilibrium swelling degree ... 8.52 g H2O/g""}",observed_fulltext,"Equilibrium swelling degree, macroporosity and specific surface area of P(HEMA) cryogels were found to be 8.52 g H2O/g, 74.6% and 25 m2/g",3.1. Characterization of P(HEMA) cryogels,,0.96,field_completion_v7_property_first_patch,cryogel_column,The value is well supported but swelling_ratio is not in any supplied record missing_focus list.,2026-07-05T21:07:28,v7_plus_v9pilot
298,10.1080/09205063.2019.1627652,hydrogel_properties.pore_size,"{""min"":10,""max"":100,""unit"":""μm"",""raw_text"":""Pore sizes of the cryogel matrix, up to 10-100 μm""}",observed_fulltext,"Pore sizes of the cryogel matrix, up to 10-100 μm, are considerably larger than the protein molecules",3.1. Characterization of P(HEMA) cryogels,Figure 1,0.9,field_completion_v7_property_first_patch,cryogel_column,"Pore_size is directly reported, but pore_size is not in the missing_focus list for the existing records; mesh_size was patched separately where allowed.",2026-07-05T21:07:28,v7_plus_v9pilot
299,10.1080/09205063.2019.1627652,protein.protein_initial_concentration,"{""value"":320.5,""unit"":""mg/dL"",""raw_text"":""LDL-C with an average initial concentration of 320.5 mg/dL""}",observed_fulltext,Blood samples containing LDL-C with an average initial concentration of 320.5 mg/dL,2.6. Removal of LDL-C,,0.98,field_completion_v7_property_first_patch,cryogel_column,"The value applies to LDL-C removal assays, but protein.protein_initial_concentration is not listed in the supplied missing_focus paths.",2026-07-05T21:07:28,v7_plus_v9pilot
300,10.1080/09205063.2019.1627652,experiment.contact_time,"{""value"":4,""unit"":""h"",""raw_text"":""at room temperature for 4 h""}",observed_fulltext,P(HEMA)-Hp cryogels containing different amounts of heparin were interacted with blood samples at room temperature for 4 h,3.4. Removal of LDL-C from hypercholesterolemic human plasma,Figure 4,0.98,field_completion_v7_property_first_patch,cryogel_column,The contact time is directly reported for LDL-C removal but experiment.contact_time is not in the supplied missing_focus lists.,2026-07-05T21:07:28,v7_plus_v9pilot
301,10.1080/09205063.2019.1627652,experiment.solution_volume,"{""value"":10,""unit"":""mL"",""raw_text"":""10 mL of the plasma samples""}",observed_fulltext,10 mL of the plasma samples was recirculated through the P(HEMA) and P(HEMA)-Hp cryogels,2.6. Removal of LDL-C,,0.98,field_completion_v7_property_first_patch,cryogel_column,"The solution volume applies to LDL-C removal records generally, but only record PHA-e577a9cbc7-004 listed experiment.solution_volume as missing and was patched.",2026-07-05T21:07:28,v7_plus_v9pilot
302,10.1080/09205063.2019.1627652,experiment.detection_method,"""homogeneous enzymatic colorimetric assay on an automated analyzer instrument (Hitachi 912, Japan)""",observed_fulltext,"determined by homogeneous enzymatic colorimetric assay on an automated analyzer instrument (Hitachi 912, Japan)",2.6. Removal of LDL-C,,0.98,field_completion_v7_property_first_patch,cryogel_column,"The detection method is directly reported, but experiment.detection_method is not in the supplied record missing_focus lists.",2026-07-05T21:07:28,v7_plus_v9pilot
305,10.1080/09205063.2022.2045666,membrane_bound_dye_ligand_density,"{""value"":119.38,""unit"":""mg/g"",""raw_text"":""dye was successfully incorporated into the membrane structure with the amount of 119.38 mg/g""}",observed_fulltext,dye was successfully incorporated into the membrane structure with the amount of 119.38 mg/g,Abstract,,0.9,field_completion_v7_property_first_patch,general_batch_adsorption,"The value describes RR241 ligand density, but ligand density is not one of the allowed missing record target paths.",2026-07-05T21:07:53,v7_plus_v9pilot
1077,10.1080/10601320601030707,hydrogel_properties.swelling_ratio,"{""SGF_first_2h"":{""value"":110,""unit"":""%""},""SIF_7th_hour"":{""value"":325,""unit"":""%""},""raw_text"":""swells to nearly 110% in SGF ... reaches to nearly 325% in the 7th hour""}",observed_fulltext,the gels swells to nearly 110% in SGF ... reaches to nearly 325% in the 7th hour,3.3 Change in Mesh Size Upon Swelling,Figure 3,0.86,field_completion_v7_property_first_patch,general_batch_adsorption,"The swelling values are clearly reported for the drug-loaded hydrogel during pH transition, but the supplied record missing_focus does not allow swelling_ratio for the insulin-release record and the crosslinker-specific sample identity is not stated.",2026-07-06T01:24:59,v7_plus_v9pilot
1078,10.1080/10601320601030707,hydrogel_properties.mesh_size,"{""SGF_end_2h"":{""value"":10,""unit"":""Å""},""SIF_end_7h"":{""value"":32,""unit"":""Å""},""raw_text"":""nearly10Å in SGF at the end of the second hour ... nearly 32Å at the end of the 7th hour""}",observed_fulltext,mesh size of the swelling network is nearly10Å in SGF at the end of the second hour ... nearly 32Å at the end of the 7th hour,3.3 Change in Mesh Size Upon Swelling,Figure 3,0.86,field_completion_v7_property_first_patch,general_batch_adsorption,"Mesh size is central characterization evidence, but the insulin-release record does not list mesh_size as missing and the excerpt does not identify the exact crosslinker sample for Figure 3.",2026-07-06T01:24:59,v7_plus_v9pilot
1157,10.1080/10601325.2012.703515,hydrogel_properties.swelling_ratio,"{""value"":6.2,""unit"":""g H2O/g dry cryogel"",""raw_text"":""swelling ratio of 6.2 g H2O/g dry cryogel""}",observed_fulltext,swelling ratio of 6.2 g H2O/g dry cryogel,Abstract,,0.99,field_completion_v7_property_first_patch,cryogel_column,"The value is a cryogel characterization property, but swelling_ratio is not in any listed missing_focus target for record patches.",2026-07-06T01:44:24,v7_plus_v9pilot
1158,10.1080/10601325.2012.703515,hydrogel_properties.pore_size,"{""min"":10,""max"":100,""unit"":""μm"",""raw_text"":""pore size of 10-100 μm""}",observed_fulltext,poly(NIPAM-Am)-AAc with a pore size of 10-100 μm,Abstract,,0.99,field_completion_v7_property_first_patch,cryogel_column,"The pore-size value applies to the shared cryogel, but pore_size is not in the records' missing_focus lists.",2026-07-06T01:44:24,v7_plus_v9pilot
1159,10.1080/10601325.2012.703515,hydrogel_properties.responsive_type,"""temperature, pH and ionic strength sensitivity""",observed_fulltext,"temperature, pH and ionic strength sensitivity",1 Introduction,,0.86,field_completion_v7_property_first_patch,cryogel_column,"Responsive behavior is stated for the cryogel system, but responsive_type is not listed in the missing_focus targets.",2026-07-06T01:44:24,v7_plus_v9pilot
